Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,Target
0,303.3061390379527,311.6122780759054,1314,57.80872729039195,221,1,0,0,0,0,0,1
0,302.40250053231955,311.43011674949173,1279,69.98744215757371,89,0,0,0,1,0,0,1
0,302.2378220319324,310.17025762554596,1376,52.41873557041635,169,1,0,0,0,0,0,1
0,302.42237826931046,311.0798028167749,1344,59.19760966008015,4,0,0,0,0,0,0,1
0,302.5533910743466,310.8135642973865,1332,51.81601587008284,109,1,0,0,0,0,0,1
0,303.3736278579429,312.7589022863543,1258,63.73119127627369,221,0,0,0,0,0,0,1
0,302.0033895175875,310.4141573065324,1310,56.79322096482493,40,1,0,0,0,0,0,1
0,302.4,310.7057141835448,1361,54.55143301580111,154,1,0,0,0,0,0,1
0,300.8691489613549,310.4630851038645,2635,12.126170207729022,18,0,0,0,1,0,0,1
0,300.26182513854866,309.6756222063234,2842,5.2406636867449725,181,0,0,0,1,0,0,1
0,300.3584872167655,310.38534289151886,1398,54.697588530177384,214,0,0,1,0,0,0,1
0,299.53630694920554,310.15113144848334,1536,32.275565724241666,209,0,0,0,0,0,1,1
0,300.87653880653045,309.8368090656992,1439,46.49707932486793,231,0,0,0,0,0,0,1
1,301.71480648140437,309.95164133993734,1385,63.1194022332289,140,0,0,0,1,0,0,1
0,298.16179233768764,308.73203496476617,1426,53.0250535102916,209,0,0,0,0,0,0,1
1,302.53989181386396,310.99326120924263,1296,61.153639860718805,118,1,0,0,0,0,0,1
0,301.4579188449256,310.27425643145136,1340,56.2267349932801,204,0,0,1,0,0,0,1
0,302.3173738332235,311.03888290201246,1337,67.15284662685661,193,0,0,0,0,0,0,1
0,302.75322003530175,311.164378353926,1360,44.94420840687862,65,1,0,0,0,0,0,1
0,301.22015573113373,310.14276529638465,1315,57.11123691744496,11,0,0,0,0,0,0,1
1,303.4211764007433,311.90196066790554,1368,52.51372467533884,110,1,0,0,0,0,0,1
0,299.57145107864113,310.1120965687081,2624,12.14120965687081,101,0,0,0,1,0,0,1
1,302.4,310.4552443227458,1372,47.22169302664264,147,1,0,0,0,0,0,1
1,302.3877030884571,311.82698556567914,1363,54.04047834851867,118,0,0,0,0,0,0,1
0,303.2,311.45118955528983,1342,54.73445842558022,5,1,0,0,0,0,0,1
0,302.630448115658,310.9413136809606,1372,46.795702839500365,72,1,0,0,0,0,0,1
0,302.35736973128206,311.3902337160167,1279,69.96225287327371,89,0,0,0,1,0,0,1
0,303.12889390890047,311.52889390890044,1338,52.12040629235649,94,1,0,0,0,0,0,1
1,302.5279898345461,310.92798983454605,1359,56.75954255457386,98,1,0,0,0,0,0,1
0,301.43402628585284,311.1748202776579,1362,60.170396995902536,205,0,0,1,0,0,0,1
0,300.92981319902685,311.652829666937,1546,34.33623079772943,208,0,0,0,0,0,1,1
0,300.52369421954984,310.74892299002045,1378,52.82738279042969,215,0,0,1,0,0,0,1
0,299.51269981166655,310.29781859697914,1290,61.67023757062503,210,0,0,1,0,0,0,1
0,300.5336274047611,310.555835623582,1401,59.71003284920922,190,0,0,0,0,0,0,1
1,302.1,310.7,1366,47.536939529201334,212,1,0,0,0,0,0,1
1,298.64334001861266,309.2733600744507,1436,51.8972142043083,32,0,0,0,0,0,0,1
0,300.699667905951,311.03313961180476,1441,50.266362247121734,221,0,0,1,0,0,0,1
0,300.5840061399341,311.03279508805275,1296,61.09278485482926,201,0,0,0,0,0,0,1
0,300.3043223749859,311.62778027497467,1272,59.27175821876056,198,0,0,1,0,0,0,1
0,300.89092850410725,309.75051583561515,1312,59.03312579726498,37,0,0,0,0,0,0,1
0,303.49782433365135,311.89589040800814,1343,49.33166803240776,92,1,0,0,0,0,0,1
0,300.8278678784397,311.179140522382,1297,61.26608263326486,203,0,0,0,0,0,0,1
0,298.9483492684925,309.47774219554657,1400,54.81235341540844,217,0,0,1,0,0,0,1
1,302.2122917980219,310.1748611986813,1378,50.483266559778585,165,1,0,0,0,0,0,1
0,301.9843429088689,310.4843429088689,1326,56.578675413341,85,1,0,0,0,0,0,1
0,301.60984380285095,310.81211958360035,1494,39.97422573190327,213,0,0,0,0,0,1,1
0,299.75281102560797,309.5786931959483,1408,59.82169543063063,195,0,0,0,0,0,0,1
0,302.5176039682155,310.2,1310,55.478733330101754,87,1,0,0,0,0,0,1
0,298.8415585806343,310.0415585806343,2608,12.185389645158564,93,0,0,0,1,0,0,1
0,302.78128928701307,310.80630674790774,1350,51.66201982539606,188,1,0,0,0,0,0,1
0,302.5315533835899,310.3914441729487,1357,56.62675958756517,66,1,0,0,0,0,0,1
0,300.30875917378296,311.258150992385,1526,38.67688570274677,212,0,0,0,0,0,1,1
0,302.90386485672406,311.64570790114726,1336,56.84570790114722,188,0,0,0,0,0,0,1
0,301.25381990401576,311.6340175204939,1266,65.48981358929127,209,0,0,1,0,0,0,1
0,302.39279328139725,310.44764743049006,1349,55.42162015580821,187,0,0,0,0,0,0,1
0,302.2611493784356,310.21655186469314,1354,50.58919502748499,36,1,0,0,0,0,0,1
0,303.2037670453621,312.5230136362897,1366,58.4292920452265,206,0,0,1,0,0,0,1
0,300.72378502867986,309.1154304658436,1293,64.08005095080706,225,0,0,0,0,0,0,1
0,303.68820919321416,313.0105673545713,1256,60.019131520073046,215,0,0,0,0,0,0,1
0,300.6855694192103,310.5406036227732,2632,12.184060362277318,100,0,0,0,1,0,0,1
0,299.25271206777893,308.55271206777894,1381,52.08678616892625,218,0,0,1,0,0,0,1
0,300.3625258976031,311.16873705119843,1380,64.79748953417986,135,0,0,0,0,0,0,1
0,299.77708745480385,310.9325049457646,1365,58.984368817794255,189,0,0,1,0,0,0,1
1,302.1836272365439,310.92529842683825,1709,30.329164404852783,217,0,0,0,0,0,1,1
0,302.94102396947875,311.155767977109,1359,47.592627996184845,106,1,0,0,0,0,0,1
0,301.88489376987593,310.4884893769876,1370,45.09447425508194,85,0,0,0,0,0,0,1
0,297.6410822626193,308.50318423343936,1396,53.21162339392893,212,0,0,1,0,0,0,1
1,302.6763893780549,311.4233345073318,1264,66.76945129276874,130,0,0,0,0,0,0,1
0,302.7461345022814,310.76458830319393,1367,48.081294728745405,10,1,0,0,0,0,0,1
0,298.33198555000354,309.34017877857434,1287,61.927048307142684,211,0,0,1,0,0,0,1
0,300.04310136630687,309.9251177990748,1297,63.78030686861983,208,0,0,1,0,0,0,1
0,300.91031982123127,310.3913699329617,1653,30.021575167595667,234,0,0,0,0,0,1,1
0,300.9813704723935,309.9915346325159,1326,48.26945032821851,207,0,0,0,0,0,0,1
0,301.58923776278317,309.9727837549166,1265,62.63356266445085,20,1,0,0,0,0,0,1
1,299.17160896295485,309.7152749512564,1404,62.52749491226152,125,0,0,0,1,0,0,1
0,301.7493058934608,310.8831079514513,1527,36.59015678220082,207,0,0,0,0,0,1,1
0,302.74612996498615,310.8345716024746,1341,50.00350783730404,165,1,0,0,0,0,0,1
0,302.4836193871402,310.88771454035515,1329,56.99009337072886,96,1,0,0,0,0,0,1
0,302.64726803204,311.4855155834798,1281,62.1188156745981,11,0,0,0,0,0,0,1
0,303.6750055118051,312.80455848244844,1256,59.73404531143058,211,0,0,0,0,0,0,1
0,302.0972760379284,310.91348871091645,1617,29.875484341355442,233,0,0,0,0,0,1,1
0,301.73112679850595,310.86629228861807,1527,36.561524707646925,207,0,0,0,0,0,1,1
0,302.4518927240415,310.43897559893645,1358,57.831404702770435,66,0,0,0,0,0,0,1
0,299.6867531851401,309.2449420299898,1257,69.59860298696383,119,0,0,0,1,0,0,1
0,302.4772483217254,310.3287472028757,1349,45.85960849696671,168,1,0,0,0,0,0,1
1,300.14917005222225,309.2530884292677,2677,10.744299319368688,85,0,0,0,1,0,0,1
0,302.08794533684886,311.64095900263663,1368,56.634712059459844,207,0,0,1,0,0,0,1
1,301.9538290217433,309.8307806521712,1279,57.671932880401556,147,0,0,0,0,0,0,1
0,303.004626191734,311.3,1335,53.553738082660004,164,1,0,0,0,0,0,1
0,302.2134644505204,311.0490418589405,1619,30.921180054683564,232,0,0,0,0,0,1,1
0,301.170315403728,311.859369192544,2701,10.147077934785987,138,0,0,0,1,0,0,1
0,301.78275560361067,310.8708239057481,1315,56.314091775390025,10,0,0,0,0,0,0,1
1,302.2920581605611,310.2280387737074,1378,52.10518259807589,165,1,0,0,0,0,0,1
0,302.0277872598193,310.7678432440774,2670,11.752044787406463,117,0,0,0,1,0,0,1
0,301.03074186991165,310.1109683507496,1299,65.06045296167594,50,0,0,0,0,0,0,1
0,302.53708810447426,310.3056321567114,1358,56.38214535816536,65,1,0,0,0,0,0,1
0,300.9082875939747,311.51270701210126,1270,61.10055361225328,197,0,0,0,0,0,0,1
0,302.6719262063024,310.4919789160864,1263,67.5794201923759,196,0,0,0,0,0,0,1
1,302.0766712982113,309.94238955382093,1281,57.67240344845477,144,1,0,0,0,0,0,1
0,297.6494129786219,307.46627531908126,1375,52.639736808657275,217,0,0,1,0,0,0,1
0,302.52882737133564,311.12977278739976,1338,57.53355445165637,187,0,0,0,0,0,0,1
1,302.68079380300145,311.04968056098147,1277,57.592836594807174,20,0,0,0,0,0,0,1
0,300.9176758525961,310.7088379262981,2647,11.725368349322576,14,0,0,0,1,0,0,1
0,301.94322375632976,310.0542409683551,1334,60.07455418986948,180,1,0,0,0,0,0,1
0,301.69663416830576,310.3885149075895,1442,43.10183057510677,216,0,0,0,0,0,0,1
0,301.58771230258594,310.74692807564645,1368,63.12122040036001,92,0,0,0,0,0,0,1
0,300.1648187250737,311.389787470776,1372,59.58978747077606,210,0,0,1,0,0,0,1
1,303.179760019338,311.4619031741794,1334,52.097616864496636,65,1,0,0,0,0,0,1
0,301.8101904372383,310.76836507287305,1608,30.407754257149165,233,0,0,0,0,0,1,1
0,302.3411847844688,311.3906911242735,2724,9.191678444664111,5,0,0,0,1,0,0,1
0,302.753690085865,312.2119891160703,1510,39.40071303970691,212,0,0,0,0,0,0,1
0,300.2466251520762,310.5274119767498,1241,67.95730897129172,204,0,0,0,0,0,0,1
0,299.04087974157665,310.4408797415766,1371,53.614468865152205,227,0,0,0,0,0,0,1
0,302.7,310.9649555312264,1447,43.96323644102087,211,0,0,0,0,0,0,1
0,302.2879878346238,310.48210846457266,1358,58.53015712607773,66,0,0,0,0,0,0,1
0,300.988443805546,311.2357382614334,1295,69.41877097875425,127,0,0,0,1,0,0,1
0,298.81756058495574,309.91756058495577,1353,52.26546685238926,218,0,0,1,0,0,0,1
0,299.19844366792904,309.57461091698224,1358,59.887256681502876,187,0,0,0,0,0,0,1
1,303.27773960618055,311.96212297606934,2664,11.20664376370831,44,0,0,0,1,0,0,1
0,303.3511794299099,312.5563184372878,2707,9.75374893359886,63,0,0,0,1,0,0,1
0,302.397265634712,310.20546873057594,1346,62.19628978604588,106,1,0,0,0,0,0,1
0,302.40252101060435,310.15126050530216,1325,51.62352938865467,141,1,0,0,0,0,0,1
0,303.13426979146385,311.12769677061027,1363,47.02207802182701,27,1,0,0,0,0,0,1
0,299.5522580843555,309.1590847794977,2472,13.32499625413746,164,0,0,0,1,0,0,1
0,301.2540174435062,310.7542059359194,1356,62.938136161894626,66,0,0,0,0,0,0,1
0,302.5668992880988,310.42027914571855,1352,50.15268199332344,34,1,0,0,0,0,0,1
0,301.8026159750308,310.3660608401995,1263,61.13575663920207,89,0,0,0,0,0,0,1
0,303.2309269163863,312.7723518609497,1258,60.21752822296996,212,0,0,1,0,0,0,1
0,302.7681470167193,310.7362940334385,1365,53.41669212381637,66,1,0,0,0,0,0,1
0,301.0556073842934,311.2999725612564,1378,48.966739836649474,226,0,0,0,0,0,0,1
0,299.94490288549366,309.4177351792571,1963,21.31019422901263,202,0,0,0,0,0,1,1
0,302.09757730407927,311.2488643612872,2647,11.80060567398018,43,0,0,0,1,0,0,1
0,300.9113431303885,310.50145731966313,1334,65.22965743217608,205,0,0,0,0,0,0,1
1,298.3234912490789,308.1453445983789,1595,35.591810501105265,222,0,0,0,0,0,1,1
0,300.6628309406847,309.91078393192004,1324,56.54385897370582,200,0,0,0,0,0,0,1
0,298.84050462157336,309.9405046215734,1353,52.06355933015422,219,0,0,1,0,0,0,1
1,301.1807553245733,310.16818617375947,1699,29.754281918023047,201,0,0,0,0,0,0,1
1,301.28960565778794,310.73727591321216,2545,12.852329744575762,61,0,0,0,1,0,0,1
1,299.98958851289507,309.67356607608,2563,12.8,87,0,0,0,1,0,0,1
0,301.7057768245512,310.55298807797726,1308,64.413148300329,76,0,0,0,0,0,0,1
1,303.15711416093103,311.19007236429445,1331,49.693247660541225,60,1,0,0,0,0,0,1
0,303.4,311.4380531780678,1305,53.657521397389985,44,1,0,0,0,0,0,1
0,298.1609196732708,308.6304598366354,1403,59.694972345325446,200,0,0,0,0,0,0,1
0,301.9241666097073,310.5379166951464,2672,11.644791737865912,117,0,0,0,1,0,0,1
0,301.37219901905013,309.9951243869063,1309,58.311696478266875,40,0,0,0,0,0,0,1
0,297.81474534650084,308.27353504950014,1402,55.273726732504336,216,0,0,1,0,0,0,1
0,300.17958227328177,309.42183543822387,1448,61.831683551428675,139,0,0,0,1,0,0,1
0,300.4399940989935,311.6800177030195,1555,33.579929187922126,210,0,0,0,0,0,1,1
0,297.5201275228473,308.2798724771527,2564,12.8,126,0,0,0,1,0,0,1
0,301.1932766522238,310.2691170706958,1443,61.162763243158174,153,0,0,0,1,0,0,1
1,303.60844827379844,312.18310345240315,2676,10.911724126925002,69,0,0,0,1,0,0,1
0,302.30631990323525,310.8880052107646,1267,62.64213268823498,90,0,0,0,0,0,0,1
0,299.5113080369429,309.95152427539824,1424,52.92281109991935,72,0,0,0,0,0,0,1
0,302.27977122767044,310.8986949179142,1710,30.37781360454178,218,0,0,0,0,0,1,1
0,302.1959038474223,310.4122884577332,1356,50.067230779378164,38,1,0,0,0,0,0,1
0,304.3175615640574,313.62548833674424,1509,35.22036428069258,205,0,0,0,0,0,0,1
0,298.4735876085366,309.7011829617379,1712,27.272404646798762,168,0,0,0,0,0,0,1
0,301.0386487819746,310.4593579247849,1269,60.295572541089705,199,0,0,1,0,0,0,1
0,300.81963546618755,309.8382214909676,1383,51.74266776354858,225,0,0,1,0,0,0,1
0,300.64980389981923,309.84543250867995,1310,66.21920416184447,72,0,0,0,1,0,0,1
0,302.41082904694196,310.46170988703915,1301,63.61839369927119,223,1,0,0,0,0,0,1
0,302.6225102950947,310.47786008431274,1263,67.19115231860096,196,0,0,0,0,0,0,1
0,300.2807188403052,309.4987942028323,1977,20.638562319389592,202,0,0,0,0,0,1,1
0,297.55892375539185,307.3884922370538,2301,14.386680880528804,166,0,0,0,1,0,0,1
0,301.94514926848666,310.72993237816394,1338,66.61922811017436,193,0,0,0,0,0,0,1
0,301.8919325604711,309.9,1311,54.502066733505636,193,1,0,0,0,0,0,1
0,300.116405386226,311.2234415309453,2578,12.51640538622601,64,0,0,0,1,0,0,1
0,303.2592617720881,311.2592617720881,1355,47.5296648092332,30,1,0,0,0,0,0,1
0,299.3838551521939,310.17255988725447,1398,54.47747075536985,217,0,0,1,0,0,0,1
0,298.5727633606196,308.19601796284496,1312,67.13554557619722,67,0,0,0,1,0,0,1
1,302.1,310.7,1369,47.15054917525184,211,1,0,0,0,0,0,1
0,300.8218291875904,310.8426686176045,1356,64.53319276046015,65,0,0,0,0,0,0,1
0,303.4726064760382,311.5780851808306,1361,46.593137981470036,62,1,0,0,0,0,0,1
0,300.4686216992872,310.2578445751782,1362,62.40777124109017,206,0,0,0,0,0,0,1
0,302.4292464562254,310.22924645622544,1329,49.30203930930923,53,1,0,0,0,0,0,1
0,302.96865608415607,311.02984973464976,1350,52.59701163761165,7,1,0,0,0,0,0,1
0,301.14208621675783,309.9838975676632,2329,14.170905675452657,184,0,0,0,1,0,0,1
0,300.284425620963,311.18920592606196,1527,38.64849655779022,212,0,0,0,0,0,1,1
0,301.9515130460333,309.9,1308,57.9111246212864,196,0,0,0,0,0,0,1
0,299.69400414609487,309.93922767888154,1358,59.70599585390512,190,0,0,1,0,0,0,1
0,302.2584303670557,310.16584303670555,1325,57.54971121219129,86,1,0,0,0,0,0,1
1,300.4755518876956,310.0253942054968,1395,46.66238173835095,209,0,0,0,0,0,1,1
0,302.46916010956755,310.6074803287026,1325,50.38814516924376,121,1,0,0,0,0,0,1
0,299.7891559349596,309.55724471105265,1405,51.46115455064765,212,0,0,0,0,0,0,1
0,300.3993514229625,310.8269779195285,1237,67.15752301276285,181,0,0,0,0,0,0,1
0,302.4840331523438,310.5361326093751,1338,56.60171248827905,108,1,0,0,0,0,0,1
0,299.3762765960871,309.2225406763685,1320,67.45124530657287,19,0,0,0,1,0,0,1
0,299.64256760683224,309.89774071314054,2303,15.450654532589338,213,0,0,0,0,0,0,1
0,302.4932248965743,310.2533875517128,2675,10.93346887928213,89,0,0,0,1,0,0,1
0,302.32527193480064,310.47765691786634,1350,55.62418419559803,188,0,0,0,0,0,0,1
0,296.4554223723537,307.4287375264056,2832,5.602052680457545,213,0,0,0,1,0,0,1
0,298.475477524995,309.61321628749243,2197,15.6396488624773,143,0,0,0,0,0,0,1
0,302.53342676946056,311.54419528143836,1293,65.86377014672128,132,0,0,0,0,0,0,1
0,302.64643365548284,311.6092867310966,1226,68.13499288232407,185,0,0,0,0,0,0,1
0,302.5931334059587,312.08077353668443,1288,68.28438894710352,0,0,0,0,0,0,0,1
0,300.49214193348763,311.8,1526,38.4442321422827,213,0,0,0,0,0,1,1
0,301.95144962417567,310.9,1413,47.90579849670271,21,0,0,0,0,0,0,1
0,302.35542212524405,311.09759825439295,1303,62.288027667221165,136,0,0,0,0,0,0,1
1,302.4398440440489,311.8429539578078,2700,9.966180838529995,68,0,0,0,1,0,0,1
0,300.27902440379216,311.52368378375627,1372,59.723683783756286,211,0,0,1,0,0,0,1
0,299.9170239350181,310.04956601826296,1320,67.35581930558504,19,0,0,0,1,0,0,1
0,301.9869934950048,310.717483737512,1344,57.700850385110634,205,0,0,1,0,0,0,1
0,298.90090519173896,310.1669683972463,1385,64.87827539826444,82,0,0,0,1,0,0,1
0,302.50386175298564,310.9038617529856,1329,56.57947450219284,97,1,0,0,0,0,0,1
1,302.6562620546777,311.37546106639434,1290,65.65810632025506,98,0,0,0,0,0,0,1
0,301.490728650827,311.0704662805552,1512,42.776706106443214,217,0,0,0,0,0,0,1
1,302.4,310.3,1377,54.27383855652121,164,1,0,0,0,0,0,1
0,301.9052346126291,310.01332958283126,1334,60.32002250301221,181,1,0,0,0,0,0,1
0,299.8737977172096,309.34292906656,1312,70.93618124773117,56,0,0,0,1,0,0,1
0,301.9875779002553,310.7469769307373,1380,50.077867268752115,35,0,0,0,0,0,0,1
0,297.4999629774009,308.3799851909604,1458,57.16045167570893,207,0,0,0,0,0,0,1
0,300.8365842617164,310.7087105385039,1338,59.00592618415791,202,0,0,0,0,0,0,1
1,300.2583502112684,310.5610323474142,2570,12.658350211268383,72,0,0,0,1,0,0,1
0,297.73931049849955,308.82413812312444,1369,51.278620996999145,221,0,0,1,0,0,0,1
0,297.26183820995755,307.84687907182985,2831,5.6319199337021315,213,0,0,0,1,0,0,1
0,298.2407873370677,308.40393668533824,2584,12.553622160131603,116,0,0,0,1,0,0,1
0,302.9918751436782,311.75637518199244,1276,67.21250095785493,92,0,0,0,0,0,0,1
0,302.6,310.4,1361,61.711792972714825,73,0,0,0,0,0,0,1
0,301.9568331711026,310.0420829277564,1374,48.258459022814066,178,1,0,0,0,0,0,1
0,303.0,311.2701452074018,1336,52.82377539244637,166,1,0,0,0,0,0,1
0,297.0076256868733,307.85337980811335,1316,59.9188846052797,200,0,0,0,0,0,0,1
0,299.3838450731381,310.86086443899586,1726,27.45961268284533,222,0,0,0,0,0,1,1
0,303.09961313212546,311.29941969818816,1340,56.37417790576652,187,1,0,0,0,0,0,1
1,301.6560986032245,311.0822104500936,2538,12.873888153130853,52,0,0,0,1,0,0,1
0,301.1515221237411,311.5508812295343,1259,70.99871821158644,152,0,0,0,1,0,0,1
0,299.7503658261618,310.7818139819994,1445,59.79975611589215,103,0,0,0,1,0,0,1
0,298.6212460874028,309.5269435749784,1385,46.3269435749784,203,0,0,0,0,0,1,1
0,300.00686397011293,310.4555722737302,1291,67.36155003565935,7,0,0,0,1,0,0,1
0,299.2585209772287,310.1143730749516,2146,17.660328040416697,208,0,0,0,0,0,0,1
0,302.9192275353261,311.1553820282609,1334,52.38307304239129,165,1,0,0,0,0,0,1
1,299.07594456354883,308.3751735405039,1607,34.06360819483008,227,0,0,0,0,0,1,1
0,298.86509408659214,308.94681619587993,1331,54.33408097939969,206,0,0,1,0,0,0,1
0,299.56144535816486,309.680923423272,1485,38.878915981376345,212,0,0,0,0,0,1,1
0,300.27204821095046,309.4967012922984,1977,20.65590357809911,202,0,0,0,0,0,1,1
1,302.4001787246364,310.9001191497576,1295,61.54949361353022,113,1,0,0,0,0,0,1
0,302.29632974733096,310.69632974733094,1349,50.06879326215834,106,1,0,0,0,0,0,1
0,302.6351806441647,310.63116451430193,1344,48.43172579233294,166,1,0,0,0,0,0,1
0,298.0899659837876,308.7891156481545,1394,64.04183673611587,7,0,0,0,1,0,0,1
0,303.80907196785677,312.9954640160716,1364,60.017935582137795,204,0,0,1,0,0,0,1
0,301.83504123791687,311.0125343649307,1273,70.12429749654767,103,0,0,0,1,0,0,1
0,297.33684817322813,308.27172651968493,1362,52.18957129133878,213,0,0,0,0,0,0,1
0,300.9439588896679,310.01180879472406,1340,56.83911281231057,204,0,0,1,0,0,0,1
0,298.0237270033045,308.3118635016522,1310,61.029378832782584,190,0,0,1,0,0,0,1
0,301.99815206997346,310.4269874885487,1345,49.64823868385383,109,1,0,0,0,0,0,1
0,302.59144967242963,310.7552662299062,1369,49.05036926751886,144,1,0,0,0,0,0,1
1,299.80523634917904,309.27463139970143,1891,22.72831740268689,220,0,0,0,0,0,1,1
0,298.46128059867294,309.7804726884739,1364,50.015822982256026,222,0,0,1,0,0,0,1
0,302.12391725499936,310.90199182457593,1378,50.13057203034058,60,0,0,0,0,0,0,1
1,302.2361605859988,310.1907737239992,1377,50.151635065982525,163,1,0,0,0,0,0,1
0,299.98954063243355,309.96821620260243,1437,47.64689177277131,230,0,0,0,0,0,0,1
0,301.24569283099044,309.78202242656323,1343,57.65655487017344,111,1,0,0,0,0,0,1
0,299.3513261794555,309.09941709917274,1313,63.736957193623006,195,0,0,1,0,0,0,1
0,298.0944275351739,307.7055724648261,2566,12.8,125,0,0,0,1,0,0,1
0,302.8266680389777,311.34857025230485,1361,49.1847493579182,109,0,0,0,0,0,0,1
0,301.4583932901475,311.0454805360744,1317,59.907028170674195,12,0,0,0,0,0,0,1
0,303.2020874982097,312.55996210887145,1360,56.971157422490414,193,0,0,1,0,0,0,1
0,299.81335892646393,310.1760776786334,1377,59.246564294144335,95,0,0,0,0,0,0,1
1,301.0058633863634,310.5771793649735,1383,64.16196560828918,138,0,0,0,1,0,0,1
0,298.03208920683505,308.81661659304604,1320,67.87660041610698,21,0,0,0,1,0,0,1
1,299.71801985750767,308.7774257817701,1369,63.40752473940996,37,0,0,0,1,0,0,1
0,299.7864479600867,310.03504524020235,1256,70.69719456023124,135,0,0,0,1,0,0,1
0,302.3625097313221,310.7537568119255,1371,45.77753697902407,77,1,0,0,0,0,0,1
